en,es,de,fa,ar
Stain, Manchado, Gefleckt,"لکه دار	", مرقط
Stainable,Coge el teléfono.,Nehmen Sie den Hörer ab.,زنگ بردار,التقط الهاتف.
Stained,Manchado,Befleckt,لکهدار,ملطخة
Stained Glass,vidrio coloreado,Farbiges Glas,شیشه رنگی,زجاج ملون
Stainless,Acero inoxidable,Edelstahl,ضد زنگ,الفولاذ المقاوم للصدأ
Stair,Escaleras,Treppe,پله,سلالم
Stairs,Escalera,Treppe,پلکان,سلم
Stairway,Escalera,Treppe,راه پله,سلم
Stake,En los juegos de azar,Beim Glücksspiel,در قمار,في المقامرة
Staking,Tiroteo,Schießen,تیرکوبی,إطلاق نار
Stalagmite,Estalagmita,Stalagmit,استلاگمیت,صواعد
Stalagtite,Estalagmita,Stalagmit,استلاگتیت,صواعد
Stale,olor desagradable,Unangenehmer Geruch,بوی ناگرفته,رائحة كريهة
Stalemate,Olla,Pot,پات,وعاء
Staleness,Vejez,Alter,بیاتی,الشيخوخة
Stalin,Stalin,Stalin,استالین,ستالين
Stalk,Provenir,Stängel,ساقه,ينبع
Stalker,Alguien que compra,"Jemand, der kauft",کسیکه میخرامد,شخص يشتري
Stalking Horse,Dispositivo de camuflaje,Tarngerät,وسیله استتار,جهاز التمويه
Stalky,De tallo,Stiel,ساقه دار,ساق
Stall, Poco concluyente, Nicht schlüssig,"بی نتیجه	", غير حاسم
Stallion,Semental,Hengst,اسب نر,فحل الخيل
Stalwart,Corporal,Körperlich,اندام دار,جسديًا
Stamina,Fuerza vital,Lebenskraft,نیروی حیاتی,القوة الحيوية
Staminal,Con perseverancia,Mit Ausdauer,با استقامت,مع المثابرة
Stammer,Sólo estás diciendo tonterías.,Du redest einfach Unsinn.,بریدی بریده هرف زدن,أنت تتحدث فقط هراء.
Stammered,Tartamudeo,Stottern,لکنتی,التأتأة
Stammerer,Alqueno,Alken,الکن,الألكين
Stamp,Pisotear el suelo,Auf den Boden stampfen,پابزمین کوبیدن,للدوس على الأرض
Stamp Collection,Colección de sellos,Briefmarkensammlung,مجموعه تمبر,مجموعة الطوابع
Stamp Collector,Filatelista,Philatelist,تمبر شناس,هواة جمع الطوابع
Stamped,Sellado,Versiegelt,ممهور,مختوم
Stampede, Patada, Kick,"لگد	", ركلة
Stampededness,Depresión,Depression,رمیدگی,اكتئاب
Stamper,Golpeando cosas,Dinge klopfen,اسباب کوبیدن,طرق الأشياء
Stamping,Bassemezani,Bassemezani,باسمهزنی,باسمزاني
Stance,Cómo ponerse de pie,Wie man steht,طرز ایستادن,كيفية الوقوف
Stanchion,Restringido o limitado,Zurückhaltend oder begrenzt,مهار یامحدود,مقيدة أو محدودة
Stand,De pie,Stehen,ایستادن,الوقوف
Stand In, Reemplazo del actor, Ersatz für den Schauspieler,"جانشین هنرپیشه	", بديل الممثل
Stand In Line,Haciendo fila,In der Schlange stehen,بخط ایستادن,الوقوف في الطابور
Stand Off,No ser resucitado,Nicht wiederbelebt,محشور نبودن,عدم القيامة
Stand Out,Levantando la cabeza,Den Kopf heben,سر برافراشتن,رفع رأسك
Stand Up,Ponerse de pie,Auf den Beinen stehen,بر سر پا ایستادن,الوقوف على قدميه
Standard,Estándar,Standard,استاندارد,معيار
Standard Bearer,Erudito,Gelehrte,علمدار,باحث
Standard Size,Cierto tamaño,Bestimmte Größe,اندازه معین,حجم معين
Standardize, Homogéneo, Homogen,"همگون	", متجانس
Standards,Términos y condiciones,Geschäftsbedingungen,ضوابط,الشروط والأحكام
Standing,De pie,Stehen,ایستاده,الوقوف
Standing Order,Mando militar,Militärisches Kommando,امریه نظامی,القيادة العسكرية
Standing Property,Noble,Edel,اعیانی,النبيل
Standing Regulations,Normativa vigente,Aktuelle Regelungen,مقررات جاری,اللوائح الحالية
Standoffish,Renuncia,Rücktritt,کناره گیر,استقالة
Standpoint,Punto de vista,Standpunkt,نقطه نظر,وجهة نظر
Standstill,Cojera,Lahmheit,لنگی,العرج
Staned,Lacado,Lackiert,لکدار,مطلي
Stanford,Stanford,Stanford,استانفورد,ستانفورد
Stanley,Stanley,Stanley,استنلی,ستانلي
Stannary,Hojalatería,Blechnerarbeiten,قلع کاری,صناعة الصفيح
Stanza,Pieza con bisagra,Scharnierstück,قطعه بندگردان,قطعة مفصلية
Stapes,Hueso de estribo,Steigbügelknochen,استخوان رکابی,عظم الركاب
Staple,Producto básico del mercado,Markt-Grundnahrungsmittel,کالایاصلی بازار,عنصر أساسي في السوق
Staple Crop,Producto principal,Hauptprodukt,محصول عمده,المنتج الرئيسي
Stapler,Máquina de bordar con alambre,Drahtstickmaschine,ماشین مفتول دوزی,آلة التطريز السلكية
Stapling,Alambre de bordar,Stickdraht,مفتول دوزی,سلك التطريز
Star,Estrella,Stern,ستاره,نجم
Star Of Bethlehem,Hachís relámpago,Blitzhaschisch,حشیش البرق,حشيش البرق
Star Spangled,Estrella de honor,Ehrenstern,ستاره نشان,نجمة الشرف
Starch,Pegado,Kleben,آهار زدن,اللصق
Starched,Almidón,Stärke,آهاردار,النشا
Starchy,Similar al almidón,Stärkeähnlich,شبیه نشاسته,مثل النشا
Stardom,Estrellato,Ruhm,ستارگی,النجومية
Stare, Mirada fija, Starren,"زل زل نگاه	", التحديق
Staringly,Mirar fijamente Mirar fijamente,Starren Starren,خیره خیره,التحديق التحديق
Starless,Sin estrellas,Sternenlos,بی ستاره,بلا نجوم
Starlet,Estrella del horno,Stern des Ofens,ستاره کوره,نجمة الفرن
Starlight,Luz de las estrellas,Sternenlicht,نور ستاره,ضوء النجوم
Starling,Mil manos,Tausend Hände,هزار دستان,ألف يد
Starry,Estrellado,Sternenklar,پرستاره,مرصع بالنجوم
Starry Eyed,Soñador,Träumer,خیال اندیش,حالم
Stars,Roshanán,Roshanan,روشنان,روشانان
Star-Shaped,Estelar,Stellar,ستارهای,ممتاز
Start, Comenzar, Start,"شروع	", يبدأ
Start A Fight,Causar conmoción,Für Aufregung sorgen,داد و بیداد راه انداختن,لإحداث ضجة
Start A Fire, Fuego brillante, Helles Feuer,"آتش روشن	", نار مشرقة
Start A Movement,Para moverse,Bewegen,جنبش در آوردن,للتحرك
Start A New Life Again,Recuperando la juventud,Die Jugend zurückgewinnen,جوانی را از سر گرفتن,استعادة الشباب
Start A Procession,Iniciar un grupo,Eine Gruppe gründen,دسته راه انداختن,بدء مجموعة
Start A Quarrel, Se produce una pelea., Es kommt zu einem Kampf.,"نزاع بر پا	", يحدث قتال.
Start Awork, De la mano,Hand in Hand,"دست بکار	",يداً بيد
Start Doing,Hacer algo,Etwas tun,به کاری دست زدن,أن تفعل شيئا ما
Start On A Journey, Partiendo, Abreise,"عازم	", المغادرة
Start Running,Empezando,Erste Schritte,به کار افتادن,ابدء
Start Shouting,Gritar,Schreien,فریاد سر دادن,للصراخ
Start Up,Para ponerse en marcha,Aufbrechen,براه انداختن,للانطلاق
Start Walking,Para ponerse en marcha,Aufbrechen,به راه افتادن,للانطلاق
Start Working, Empezando, Erste Schritte,"شروع بکار	", ابدء
Starter,Lanzacohetes,Startprogramm,راه انداز,المشغل
Startle,Para asustar,Erschrecken,هول دادن,لتخويف
Starvation,Hambruna,Hungersnot,قحطی زدگی,المجاعة
Starve,El hambre come,Hunger essen,گرسنگی خوردن,أكل الجوع
Starveling,Azotado por la hambruna,Von Hungersnot heimgesucht,قحطی زده,مجاعة
State, Declaración, Stellungnahme,"اظهار	", إفادة
State Accountant,Mostofi,Mostofi,مستوفی,موستوفي
State Guard,Ejército del Estado,Staatsarmee,ارتش ایالتی,جيش الدولة
State Of Being Included,Elegibilidad,Teilnahmeberechtigung,مشمولیت,الأهلية
State Prison,prisión estatal,Staatsgefängnis,زندان دولتی,سجن الولاية
State Respectfully,Para tener una vista,Um eine Ansicht zu haben,معروظ داشتن,للحصول على وجهة نظر
State University,Universidad Estatal,Staatliche Universität,دانشگاه دولتی,جامعة الولاية
Statecraft,Categoría de estado,Staatlichkeit,کشور داری,الدولة
Statehouse,Casa del Estado,State House,مجلس ایالتی,دار الدولة
Stateless,Sin gobierno,Ohne Regierung,بی دولت,بدون حكومة
Statement,Anuncio,Bekanntmachung,اعلامیه,إعلان
Statesmanship,Mundanería,Weltlichkeit,دنیاداری,عالمية
Statgnate,Podrido,Faul,گندیده شده,فاسد
Static,Inmóvil,Bewegungslos,بی حرکت,بلا حراك
Stating,Poemas,Gedichte,اشعار,قصائد
Stating That,Es evidente que,"Es ist offensichtlich, dass",مشعر بر اینکه,ومن الواضح أن
Station,Estación,Station,ایستگاه,محطة
Station House,Centro de la estación de policía,Polizeistationszentrum,مرکز کلانتری,مركز مركز الشرطة
Station Wagon,camioneta familiar,Kombi,استیشن واگن,عربة ستيشن واجن
Stationery,Papelería,Schreibwaren,لوازم التحریر,الأدوات المكتبية
Statistical,Estadística,Statistiken,احسائی,إحصائيات
Statistician,Estadístico,Statistiker,آمار شناس,إحصائي
Statistics,Cifras,Zahlen,ارقام,الأرقام
Staton Island,Isla Staten,Staten Island,استاتن آیلند,جزيرة ستاتن
Statuary,Culturismo,Bodybuilding,هیکل تراشی,كمال الأجسام
Statue,Estatua,Statue,تندیس,تمثال
Statuesque,Como una estatua,Wie eine Statue,شبیه مجسمه,مثل التمثال
Statuette,Disco T,T-Scheibe,تندیسک,قرص تي
Stature,Valor y valía,Wert und Nutzen,قدر وقیمت,القيمة والأهمية
Status Quo,Situación actual,Aktuelle Situation,وضع کنونی,الوضع الحالي
Statute Book,Libro de leyes,Gesetzbuch,کتاب قانون,كتاب القانون
Statute Of Limitation,Ley del paso del tiempo,Gesetz des Zeitablaufs,قانون مرور زمان,قانون انقضاء الزمن
Statutory,Según la ley,Nach dem Gesetz,طبق قانون,وفقا للقانون
Staunch,Cierre,Schließen,بندآوردن,إغلاق
Stave,Con un palo,Mit einem Verein,با چماق زدن,مع النادي
Stay,Permanecer,Bleiben,ماندن,يقضي
Stay At Home, Ama de casa, Hausfrau,"خانه نشین	", ربة منزل
Stay Permanently, Permanente, Dauerhaft,"ماندگار	", دائم
Stay Unemployed,Permanecer desempleado,Arbeitslos bleiben,بیکار ماندن,البقاء عاطلاً عن العمل
Stay Up,Mantenerse despierto,Wach bleiben,بیدار ماندن,البقاء مستيقظا
Stay Up All Night,Para salir por la noche,Einen Abend ausgehen,شب زندهداری کردن,لقضاء ليلة في الخارج
Stay Young,Mantenerse joven,Jung bleiben,جوان ماندن,البقاء شابا
Stayer,Mantenlo seguro,Bewahren Sie es sicher auf,نگاهدار,احفظه آمنًا
Staying,Residencia,Residenz,اقامت,مسكن
Stead,beneficio,Nutzen,فایده,فائدة
Steadfast,Estable,Stabil,استوار,مستقر
Steadier,Más estable,Stabiler,استوارتر,أكثر استقرارا
Steadiness,De pie,Stehen,پابرجای,الوقوف
Steady, Residente, Einwohner,"ساکن	", مقيم
Steal,Robar,Stehlen,به سرقت بردن,للسرقة
Steal A Look, Mirada furtiva, Hinterhältiger Blick,"نگاه دزدانه	", نظرة خفية
Stealer,Robo cometido,Begangener Diebstahl,مرتکب سرقت,السرقة المرتكبة
Stealing,Escuchas clandestinas,Abhören,استراق,التنصت
Stealthily,A escondidas,Heimlich,یواشکی,خلسةً
Stealthy,Camiseta,Unterhemd,زیرجلکی,قميص داخلي
Steam, Vapor, Dampf,"بخار	", بخار
Steam Boiler,Caldera,Kessel,دیگ بخار,غلاية
Steam Engine,Máquina de vapor,Dampfmaschine,ماشین بخار,محرك بخاري
Steam Roller,Allana el camino.,Glätten Sie die Straße.,جاده صاف کن,تسهيل الطريق.
Steamboat,Buque de vapor,Dampfschiff,قایق بخاری,باخرة
Steamed Rice,Demi,Demi,دمی,ديمي
Steamer,Máquina de vapor,Dampfmaschine,ماشین بخار,محرك بخاري
Steaming,Con cola,Schwanz,دم دار,ذيل
Steamy,Caliente,Heiß,پر حرارت,حار
Steed,Vehículo,Fahrzeug,وسیله نقلیه,عربة
Steel,Acero,Stahl,فولادین,فُولاَذ
Steel Engraving,Grabado en acero,Stahlstich,گراور فولادی,نقش الفولاذ
Steel Manufacturer,Trabajador siderúrgico,Stahlarbeiter,پولادگر,عامل الصلب
Steel Manufacturing,Fabricación de acero,Stahlherstellung,پولادگری,صناعة الصلب
Steel Mill,Planta de fundición de hierro,Eisenhüttenwerk,کارخانه ذوبآهن,مصنع صهر الحديد
Steel Tools,Herramientas de acero,Stahlwerkzeuge,ابزار پولادین,أدوات فولاذية
Steelwork,Trabajo del acero,Stahlverarbeitung,فولاد کاری,العمل بالصلب
Steelworker,Trabajos de hierro,Eisenarbeiten,آهن کار,أعمال الحديد
Steelwrker,Trabajador siderúrgico,Stahlarbeiter,پولادگر,عامل الصلب
Steem Engine,Máquina de vapor,Dampfmaschine,ماشین بخار,محرك بخاري
Steep,En pendiente,Abschrägung,شیبدار,مائل
Steepen, Pendiente, Neigung,"سراشیب	", المنحدر
Steeple,Edificio alto,Hohes Gebäude,ساختمان بلند,مبنى شاهق
Steerable,Guiable,Führbar,هدایت کردنی,قابلة للتوجيه
Steerage,Timón,Ruder,سکان,الدفة
Steerer,Sharabans,Sharabans,شراعبان,شرابان
Steering,relación,Beziehung,رل,علاقة
Steering Knuckle,Pata de perro,Hundepfote,سگدست,مخلب الكلب
Steering Wheel,Volante de coche,Autolenkrad,فرمان اتومبیل,عجلة قيادة السيارة
Steersman,Timonel,Steuermann,سکاندار,ربان السفينة
Stefan,Esteban,Stephan,استفان,ستيفن
Stelar,De columna,Säulenförmig,ستون وار,عمودي
Stele,Secuestro,Entführung,ربودن,خطف
Stellar,Como una estrella,Sternartig,شبیه ستاره,شبيه بالنجمة
Stellate,Como una estrella,Sternartig,ستاره مانند,شبيه بالنجمة
Stelliform,Como una estrella,Sternartig,ستاره وار,شبيه بالنجمة
Stem, De tallo, Stiel,"ساقه دار	", ساق
Stemless,Sin tallo,Stammlos,بدونساقه,بدون ساق
Stemma,Genealogía,Genealogie,نسب نامه,علم الأنساب
Stemmed,Sin tallo,Stammlos,پرساقه,بدون ساق
Stemmy,Tallo tallo,Stiel Stiel,ساقه ساقه,ساق الساق
Stench,Mal olor,Schlechter Geruch,بوی زننده,رائحة كريهة
Stencil,Proceso de copiar,Kopieren,پلی کپی کردن,النسخ
Stenciler,Creador de patrones,Mustermacher,الگو ساز,صانع الأنماط
Stenograph,Patrón de letras,Buchstabenmuster,الگوی حروف,نمط الحرف
Stenographer,Taquigrafía,Kurzschrift,تند نویس,الاختزال
Stenography,Taquigrafía,Kurzschrift,مختصر نویسی,الاختزال
Stentorian,Sonido fuerte,Lauter Ton,صدا بلند,صوت عالي
Step,Escenario,Bühne,مرحله,منصة
Step Brother,hermano adoptivo,Adoptierter Bruder,برادر خوانده,الأخ المتبنى
Step By Step,Paso a paso,Schritt für Schritt,مرحله به مرحله,خطوة بخطوة
Step Daughter,Hijastra,Stieftochter,دخترخوانده,ابنة الزوجة
Step Down,Hacerse a un lado,Tritt zur Seite,کنار رفتن,تنحى
Step Father,Padrino,Pate,پدرخوانده,عراب
Step Mother,La esposa del padre,Frau des Vaters,زن پدر,زوجة الأب
Stepbrother,Media hermandad,Halbbruderschaft,نابرادری,أخوة غير أشقاء
Stepchild,Sin hijos,Kinderlosigkeit,نافرزندی,عدم الإنجاب
Stepdaughter,Hijastra,Stieftochter,دختر خوانده,ابنة الزوجة
Stepfather,Padre,Vater,پدراندر,أب
Stephanie Honore,Stephanie Hohner,Stephanie Hohner,استفانی هونر,ستيفاني هونر
Stepmother,Madrastra,Stiefmutter,مادرخوانده,زوجة الأب
Steppe,Estepa,Steppe,استپ,السهوب
Stepping Down,Retiro,Rückzug,کناره گیری,انسحاب
Steps,Grados,Abschlüsse,مدارج,الدرجات
Stepsister,Hermanas,Schwestern,خواهراندر,الأخوات
Stepson,Niño adoptado,Adoptiertes Kind,فرزند خوانده,طفل متبنى
Stercoraceous,Sucio,Schmutzig,کثافت زی,متسخ
Stercoricolous,Sucio,Schmutzig,کثافت زی,متسخ
Stereograph, Destacar, Highlight,"برجسته نما	", تسليط الضوء
Stereophonic,Estrofónico,Strophonisch,استروفونیک,ستروفونيك
Stereopticon,Ciudad Farang,Farang-Stadt,شهر فرنگ,مدينة فارانج
