en,es,de,fa,ar
Footnoting,Notas Al Pie,Fußnoten,پاورقی,الحواشي السفلية
Footpace,Paso,Schrittgeschwindigkeit,فضای پیاده,خطوة القدم
Footpad,Alfombra De Pies,Fußballen,کف پا,قاطع الطريق
Footpath,Sendero,Fußweg,مسیر پیاده روی,ممر للمشاة
Footprint,Huella,Fußabdruck,رد پا,بصمة القدم
Footprints,Huellas,Fußabdrücke,ردپاها,آثار أقدام
Footslog,Caminata A Pie,Fußmarsch,فوت لاگ,مشي على الأقدام
Footstalk,Pedúnculo,Fußstiel,ساقه پا,موطئ القدم
Footstep,Paso,Schritt,جای پا,وقع أقدام
Footstone,Piedra De Pie,Fußstein,سنگ پا,حجر القدم
Footstool,Escabel,Fußbank,چهارپایه,مسند للقدمين
Footwear,Calzado,Fußbekleidung,کفش,الأحذية
Footwork,Juego De Piernas,Beinarbeit,حرکات پا,حركات القدم
Foozle,Error,Foozle,فوزل,فوزل
Fop,Petimetre,Geck,فُپ,فوب
Foppery,Afectación En El Vestir,Gecken,فوپری,غندرة
Foppishness,Frivolidad,Stutzerhaftigkeit,فضولی,التباهي
Foppy,Presumido,Struppig,فوپی,مغرور
For,Antes,Vor,قبل از,قبل
For A Long Time,Por Mucho Tiempo,Für Eine Lange Zeit,برای مدت طولانی,لفترة طويلة
For A While,Por Un Tiempo,Für Eine Weile,برای مدتی,لفترة من الوقت
For Example,Por Ejemplo,Zum Beispiel,برای مثال,على سبيل المثال
For Free,Gratis,Kostenlos,به صورت رایگان,مجانا
For Gods Sake','Por El Amor De Dios',Um Gottes Willen‘,به خاطر خدا,من أجل الله
For God'S Sake,,,محضالله,
For Her,Para Aquí,Für Hier,برای اینجا,هنا
For Him,Para Él,Für Ihn,برای او,من اجله
For Instance,Por Ejemplo,Zum Beispiel,برای مثال,على سبيل المثال
For It,Para Ello,Dafür,برای آن,من اجلها
For Lease,En Alquiler,Zu Vermieten,برای اجاره,للإيجار
For Long Time,Por Mucho Tiempo,Für Lange Zeit,برای مدت طولانی,لفترة طويلة
For More Than,Por Más De,Für Mehr Als,برای بیش از,لأكثر من
For No Reason,Sin Ninguna Razón,Ohne Grund,بی دلیل,بدون سبب
For Rent,En Alquiler,Zu Vermieten,برای اجاره,للإيجار
For Sale,En Venta,Zu Verkaufen,برای فروش,للبيع
For Sell,En Venta,Zu Verkaufen,برای فروش,للبيع
For Some Time,Por Algún Tiempo,Für Einige Zeit,برای مدتی,لبعض الوقت
For The Reason Of,Por La Razón De,Aus Dem Grund,به دلیل,لسبب
For The Sake Of Precaution,Por Precaución,Aus Vorsichtsgründen,به خاطر احتیاط,من أجل الاحتياط
For The Time Being,Siendo Por El Momento,Vorerst,فعلاً,في الوقت الحاضر
For This Purpose,Para Este Propósito,Zu Diesem Zweck,برای این منظور,لهذا الغرض
For What Purpose,¿Con Qué Propósito?,Zu Welchem Zweck,برای چه هدفی,لأي غرض؟
For What Reason,¿Por Qué Razón?,Aus Welchem Grund,به چه دلیلی,لأي سبب
For Your Sake,Por Tu Bien,Um Deinetwillen,به خاطر تو,من اجلك
Forage,Forraje,Futter,علوفه,العلف
Foraminate,Foraminado,Foraminat,روزنه دار,الفورامينات
Foraminifers,Foraminíferos,Foraminiferen,روزن داران,الفورامينيفرات
Foray,Incursión,Beutezug,تاخت و تاز کردن,غزوة
Forbear,Abstenerse,Vorfahr,تحمل کردن,امتنع
Forbearing,Tolerante,Langmütig,بردباری,متسامح
Forbid,Prohibir,Verbieten,منع کردن,منع
Forbidden,Prohibido,Verboten,ممنوع,مُحرَّم
Forbidding,Amenazante,Verbieten,منع کننده,ممنوع
Force,Fuerza,Gewalt,نیرو,قوة
Force A Laugh,Forzar Una Risa,Ein Lachen Erzwingen,به زور بخند,إجبار الضحك
Force Out,Forzar La Salida,Herauszwingen,به زور بیرون کردن,إجبار على الخروج
Forced,Forzado,Gezwungen,مجبور,مُجبر
Forced Labor,Trabajo Forzado,Zwangsarbeit,کار اجباری,العمل القسري
Forceful,Fuerte,Kraftvoll,زورمند,قوي
Forceps,Fórceps,Zange,پنس,ملقط
Forcepses,Fórceps,Zange,پنس,ملقط
Forces,Efectivo,Kräfte,نیروها,القوات
Forcible,Forzado,Gewaltsam,قهری,قسري
Forcibly,A La Fuerza,Gewaltsam,به زور,بالقوة
Ford,Vado,Ford,فورد,فورد
Fordo,Fordo,Fordo,فردو,فوردو
Forearm,Antebrazo,Unterarm,ساعد,الساعد
Forebearing,Paciencia,Nachsichtig,بردباری,متسامح
Forebode,Presagiar,Vorahnung,پیشگویی,أنبأ
Forecast,Pronóstico,Vorhersage,پیش بینی,تنبؤ بالمناخ
Foredknowlege,Conocimiento Previo,Foredknowledge,دانش پیشین,المعرفة المسبقة
Foredo,Antes De,Vorher,پیشینو,فوريدو
Foredoom,Fatalidad,Vorbote,پیش از موعد,مصير محتوم
Forefathers,Antepasados,Vorfahren,اجداد,الأجداد
Forefeel,Presentimiento,Vorgefühl,پیش احساس,لمس أمامي
Forefinger,Dedo Índice,Zeigefinger,انگشت اشاره,السبابة
Forefoot,Antepié,Vorfuß,پیشانی پا,مقدمة القدم
Forefront,Primer Plano,Vordergrund,خط مقدم,طليعة
Foregoning,Renunciando,Verzicht,پیشین,التخلي عن
Foreground,Primer Plano,Vordergrund,پیش زمینه,المقدمة
Forehead,Frente,Stirn,پیشانی,الجبهة
Foreign,Extranjero,Ausländisch,خارجی,أجنبي
Foreign Affairs,Asuntos Exteriores,Auswärtige Angelegenheiten,امور خارجه,الشؤون الخارجية
Foreign Currency,Moneda Extranjera,Fremdwährung,ارز خارجی,العملة الأجنبية
Foreign Exchange,Divisas,Devisen,ارز خارجی,صرف العملات الأجنبية
Foreign Exchange Rate,Tipo De Cambio,Wechselkurs,نرخ ارز خارجی,سعر الصرف الأجنبي
Foreign Made,Hecho En El Extranjero,Im Ausland Hergestellt,ساخت خارجی,صنع في الخارج
Foreign Minister,Ministro De Asuntos Exteriores,Außenminister,وزیر امور خارجه,وزير الخارجية
Foreign Ministry,Ministerio De Asuntos Exteriores,Außenministerium,وزارت امور خارجه,وزارة الخارجية
Foreign Policy Committe Deputy To The Secretary Of,Adjunto Del Secretario Del Comité De Política Exterior,Stellvertreter Des Außenpolitischen Ausschusses Des Außenministers,معاون کمیته سیاست خارجی وزیر,لجنة السياسة الخارجية نائب وزير الخارجية
Foreign Policy Committee Deputy,Adjunto Del Comité De Política Exterior,Stellvertreter Des Ausschusses Für Außenpolitik,معاون کمیته سیاست خارجی,نائب لجنة السياسة الخارجية
Foreigner,Extranjero,Ausländer,خارجی,أجنبي
Foreigners,Extranjeros,Ausländer,خارجی ها,الأجانب
Foreignism,Extranjerismo,Fremdheit,خارجی گرایی,الأجنبية
Foreignness,Extranjería,Fremdheit,خارجی بودن,أجنبية
Forelady,Capataz,Vorlady,پیش از موعد,مقدمة
Foreleg,Pata Delantera,Vorderbein,ساق پا,الساق الأمامية
Forelimb,Extremidad Anterior,Vorderbein,ساق پا,الطرف الأمامي
Forelock,Copete,Stirnlocke,پیشانی,ناصية
Foreman,Capataz,Vorarbeiter,سرکارگر,رئيس العمال
Foremilk,Leche Inicial,Vordermilch,شیر اولیه,اللبن
Foremost,Principal,Vor Allem,مقدم ترین,في المقام الأول
Forename,Nombre,Vorname,نام کوچک,الاسم الأول
Forenoon,La Mañana,Vormittag,پیش از ظهر,صباح
Forensic,Forense,Forensische,پزشکی قانونی,الطب الشرعي
Forepart,Parte Delantera,Vorderteil,بخش جلویی,مقدمة
Forereach,Anteayer,Foreach,پیش رس,لكل منهما
Forerunner,Precursor,Vorläufer,پیشرو,رائد
Foreseeing,Previendo,Voraussehend,پیش بینی,التنبؤ
Foreshorten,Escorzo,Verkürzen,کوتاه کردن,اختصار
Foresight,Previsión,Voraussicht,آینده نگری,الاستشراف
Foresighted,Previsor,Vorausschauend,آینده نگر,متبصر
Foreskin,Prepucio,Vorhaut,پوست ختنه گاه,القلفة
Forest,Bosque,Wald,جنگل,غابة
Forest Preservation,Preservación Forestal,Walderhaltung,حفظ جنگل,الحفاظ على الغابات
Forest Tree,Árbol Del Bosque,Waldbaum,درخت جنگلی,شجرة الغابة
Forestation,Forestación,Aufforstung,جنگل کاری,التشجير
Forested,Boscoso,Bewaldet,جنگلی,غابات
Forester,Guardabosque,Förster,جنگلبان,حراجي
Forestry,Silvicultura,Forstwirtschaft,جنگلداری,الغابات
Foretaste,Adelantarse A,Vorgeschmack,پیش چشایی,تذوق مسبق
Foretell,Predecir,Voraussagen,پیشگویی کردن,تنبأ
Foreteller,Pronosticador,Wahrsager,پیشگو,عراف
Foretelling,Predicción,Vorhersagen,پیشگویی,التنبؤ
Forethought,Previsión,Voraussicht,دوراندیشی,التخطيط المسبق
Foretoken,Presagio,Vorzeichen,پیش بینی,نذير
Foretop,Cofa De Trinquete,Vormars,پیشانی,ناصية
Forever,Para Siempre,Für Immer,برای همیشه,للأبد
Forewarn,Prevenir,Vorwarnen,از پیش هشدار دادن,تحذير مسبق
Forewarning,Preaviso,Vorwarnung,پیش آگاهی,تحذير مسبق
Forewing,Ala Anterior,Vorderflügel,بال جلویی,الجناح الأمامي
Forfeit,Perder,Verlieren,از دست دادن,مصادرة
Forge,Fragua,Schmiede,آهنگری,حدادة
Forged,Falsificado,Geschmiedet,جعلی,مزورة
Forged Signature,Firma Falsificada,Gefälschte Unterschrift,امضای جعلی,توقيع مزور
Forger,Falsificador,Fälscher,جاعل,مزور
Forgery,Falsificación,Fälschung,جعل,تزوير
Forget,Olvidar,Vergessen,فراموش کردن,ينسى
Forgetful,Olvidadizo,Vergesslich,فراموشکار,ناسي
Forgetfulness,Olvido,Vergesslichkeit,فراموشی,النسيان
Forgetting,Olvidando,Vergessen,فراموش کردن,النسيان
Forging,Forja,Schmieden,آهنگری,تشكيل
Forgivable,Perdonable,Verzeihlich,قابل بخشش,قابل للغفران
Forgive,Perdonar,Verzeihen,ببخش,سامح
Forgiven,Perdonado,Vergeben,بخشیده شده,مغفور له
Forgiveness,Perdón,Vergebung,بخشش,مغفرة
Forgiving,Indulgente,Vergebend,بخشنده,غفور
Forgot your password?,,Passwort vergessen?,رمز عبور خود را فراموش کرده اید؟,نسيت كلمة المرور؟
Forgotten,Olvidado,Vergessen,فراموش شده,منسي
Fork,Tenedor,Gabel,چنگال,شوكة
Forky,Tenedor,Gabelartig,چنگالی,شوكة
Forlorn,Abandonado,Verlassen,تنها و درمانده,حزين
Form,Forma,Bilden,فرم,استمارة
Form A Callus,Formar Un Callo,Einen Kallus Bilden,تشکیل کالوس,تشكل مسامير
Form An Abscess,Formar Un Absceso,Einen Abszess Bilden,تشکیل آبسه,تشكل خراجًا
Form An Impression,Formar Una Impresión,Sich Einen Eindruck Verschaffen,یک تصور ایجاد کنید,تكوين انطباع
Form Frightful,Forma Espantosa,Form Furchtbar,شکل ترسناک,شكل مخيف
Formal,Formal,Formell,رسمی,رَسمِيّ
Formal Logic,Lógica Formal,Formale Logik,منطق صوری,المنطق الرسمي
Formalities,Formalidades,Formalitäten,تشریفات,الإجراءات الشكلية
Formality,Formalidad,Formalität,تشریفات,شكليات
Formally,Formalmente,Formal,رسماً,رسميا
Forman,Formando,Forman,فورمن,فورمان
Formation,Formación,Bildung,تشکیل,تشكيل
Forme,Para Mí,Für Mich,فرم,لي
Former,Anterior,Ehemalig,سابق,سابق
Former Soviet Union,Antigua Unión Soviética,Ehemalige Sowjetunion,اتحاد جماهیر شوروی سابق,الاتحاد السوفيتي السابق
Formerly,Antes,Früher,قبلاً,سابقا
Formfitting,Ajustado,Körperbetont,قالب بندی,تركيب القوالب
Formicarm,Brazo Formico,Formicarm,فرمیکارم,فورميكارم
Formicary,Hormiguero,Ameisenigel,فرمیکری,فورمايكا
Formidability,Formidable,Furchtbarkeit,استحکام,قوة هائلة
Formidable,Formidable,Beeindruckend,توانمند,هائل
Formularization,Formularización,Formelisierung,فرموله کردن,إفراغ في صيغة
Formulary,Formulario,Formelsammlung,فرمول,صيغة
Formulization,Formulación,Formulierung,فرمولاسیون,صياغة
Fornicate,Fornicar,Unzucht Treiben,زنا کردن,زنى
Fornication,Fornicación,Unzucht,زنا,الزنا
Forntiersman,Hombre De La Frontera,Forttiersman,فورنتیرزمن,فورنتيرسمان
Forsighredness,Olvido,Nachsicht,آینده نگری,الاستبصار
Fort,Fuerte,Fort,قلعه,حصن
Fortalice,Fortaleza,Fortalice,فورتالیس,فورتاليس
Forte,Forte,Stärke,فورت,نقطة قوة
Forth,Adelante,Weiter,به پیش,إلى الأمام
Fortieth,Cuadragésimo,Vierzigsten,چهلمین,الأربعون
Fortieth-Day Commemoration,Conmemoración Del Cuadragésimo Día,Gedenkfeier Zum Vierzigsten Tag,یادبود چهلمین روز,ذكرى الأربعين
Fortification,Fortificación,Befestigung,استحکام بخشی,التحصين
Fortifications,Fortificaciones,Befestigungen,استحکامات,التحصينات
Fortified,Fortificado,Befestigt,تقویت شده,محصن
Fortified Fortress,Fortaleza Fortificada,Befestigte Festung,قلعه مستحکم,حصن محصن
Fortify,Fortalecer,Stärken,تقویت کردن,حصن
Fortifying,Fortificante,Stärkend,تقویت کننده,تقوية
Fortitude,Fortaleza,Kraft,استحکام,الصمود
Fortnight,Quincena,Vierzehn Tage,دو هفته,أسبوعين
Fortnightly,Quincenal,Vierzehntägig,دوهفته یکبار,كل أسبوعين
Fortress,Fortaleza,Festung,قلعه,قلعة
Fortuity,Casualidad,Zufall,بخت و اقبال,مصادفة
Fortunate,Afortunado,Glücklich,خوش شانس,محظوظ
Fortunately,Afortunadamente,Glücklicherweise,خوشبختانه,لحسن الحظ
Fortune,Fortuna,Vermögen,بخت و اقبال,حظ
Fortune Teller,Adivino,Wahrsagerin,فالگیر,عرافة
Fortune Telling,Adivinación Del Futuro,Wahrsagen,فالگیری,قراءة الطالع
Fortuneteller,Adivino,Wahrsagerin,فالگیر,قارئ البخت
Fortune-Teller,Adivino,Wahrsagerin,فالگیر,قارئ البخت
Fortunetelling,Adivinación Del Futuro,Wahrsagen,فالگیری,قراءة الطالع
Fortune-Telling,Adivinación Del Futuro,Wahrsagerei,فالگیری,قراءة الطالع
Forty,Cuarenta,Vierzig,چهل,أربعون
Foruhar,Antepasado,Vorfahr,پیشین,سلف
Forum,Foro,Forum,انجمن,المنتدى
Forums,Foros,Foren,انجمن ها,المنتديات
Forward,Adelante,Nach Vorne,به جلو,إلى الأمام
Forwarder,Promotor,Spediteur,فورواردر,وكيل شحن
Forwarding,Reenvío,Weiterleitung,حمل و نقل,إعادة التوجيه
Forwards,Hacia Adelante,Vorwärts,به جلو,إلى الأمام
Forward-Thinking,Con Visión De Futuro,Zukunftsorientiert,آینده نگری,تفكير تقدمي
Forwarning,Advertencia,Vorwarnung,هشدار,تحذير
Fossil,Fósil,Fossil,فسیل,الأحفورة
Fossiliferous,Fosilífero,Fossilienhaltig,فسیل دار,الأحفوري
Fossilize,Fosilizarse,Versteinern,فسیل کردن,تحجر
Fossorial,Fosoriales,Grabungsstätte,فسیل دار,حفرية
Foster,Alentar,Fördern,پرورش,عزز
Foster Brother,Hermano Adoptivo,Pflegebruder,برادرخوانده,الأخ بالتبني
Foster Child,Niño De Acogida,Pflegekind,فرزندخوانده,طفل بالتبني
Foster Mother,Madre Adoptiva,Pflegemutter,مادرخوانده,الأم الحاضنة
Fostering Justice,Fomentando La Justicia,Förderung Der Gerechtigkeit,پرورش عدالت,تعزيز العدالة
Fosterling,Educando,Schützling,پرورش,رعاية
Foudroyant,Foudroyant,Foudroyant,فودرویانت,فودرويان
Foul,Falta,Foul,ناپاک,خطأ
Foul Play,Juego Sucio,Foulspiel,بازی ناجوانمردانه,اللعب غير النظيف
Foulmouthed,Mal Hablado,Vulgär,بد دهنی,بذيء اللسان
Foul-Mouthed,Mal Hablado,Vulgär,بد دهن,بذيء اللسان
Found,Encontró,Gefunden,پیدا شد,وجد
Foundation,Base,Stiftung,بنیاد,مؤسسة
Foundation Work,Trabajo De Cimentación,Fundamentarbeiten,کار پایه,أعمال الأساس
Foundations,Cimientos,Stiftungen,پایه ها,الأساسات
Founded,Fundado,Gegründet,تأسیس شد,تأسست
Founder,Fundador,Gründer,بنیانگذار,مؤسس
Founderous,Fundente,Gründer,بنیان گذار,مؤسسي
Founding,Establecimiento,Gründung,بنیانگذاری,التأسيس
Foundling,Niño Expósito,Findling,بچه سرراهی,اللقيط
Foundrous,Fundente,Gießerei,یافته,مسبك
Foundry,Fundición,Gießerei,ریخته گری,مسبك
Fountain,Fuente,Brunnen,چشمه,نافورة
Fountain Of Life,Fuente De Vida,Quelle Des Lebens,چشمه آب حیات,نافورة الحياة
Fountain Pen,Pluma Estilográfica,Füller,قلم نوری,قلم حبر
Fountainhead,Fuente De La Cabeza,Urquell,سرچشمه,نبع الماء
Four,Cuatro,Vier,چهار,أربعة
Four Hundred,Cuatrocientos,Vierhundert,چهارصد,أربعمائة
Four Sided,Cuatro Lados,Vierseitig,چهار طرفه,رباعي الجوانب
Four Times,Cuatro Veces,Viermal,چهار بار,أربع مرات
Fourfold,Cuádruple,Vierfach,چهار برابر,أربعة أضعاف
Four-Legged,De Cuatro Patas,Vierbeiner,چهار پا,ذو أربع أرجل
Four-Sided,De Cuatro Lados,Vierseitig,چهار ضلعی,رباعي الأضلاع
Foursome,Cuarteto,Vierer,چهار نفره,رباعي
Fourteen,Catorce,Vierzehn,چهارده,أربعة عشر
Fourth,Cuatro,Vierte,چهارم,رابعا
Fourth Estate,Cuarto Poder,Vierte Gewalt,ملک چهارم,السلطة الرابعة
Fourth Gear,Cuarta Marcha,Vierter Gang,دنده چهارم,الترس الرابع
Four-Wheeled,Cuatro Ruedas,Vierrädrigen,چهار چرخ,ذات أربع عجلات
Fowl,Ave,Geflügel,مرغ,دجاج
Fowler,Cazador De Aves,Vogelfänger,فاولر,فاولر
Fox,Zorro,Fuchs,روباه,ثعلب
Foyer,Vestíbulo,Foyer,سرسرا,بهو
Foz Del Iguacu,Foz Del Iguazú,Foz Del Iguaçu,فوز دل ایگواسو,فوز ديل إيغواسو
Fozhan,Fozhan,Fozhan,فوژان,فوزان
Fractinize,Fractinizar,Fraktinisieren,شکستگی,تجزئة
Fraction,Fracción,Fraktion,کسری,جزء
