en,es,de,fa,ar
Stupefaction,Confusión,Verwirrung,گیج سازی,ارتباك
Stupefied, Anestesia, Anästhesie,"تخدیر	", التخدير
Stupefier,Confuso,Verwirrend,گیج کننده,مربك
Stupefy, Anestesia, Anästhesie,"تخدیر	", التخدير
Stupendous,Asombroso,Toll,شگفت انگیز,مدهش
Stupid,Estúpido,Dumm,حماقت آمیز,غبي
Stupidity,Retrasado mental,Geistig behindert,کند ذهنی,متخلف عقليًا
Stupidly,Imprudente,Unklug,بی خردانه,غير حكيم
Stupidness,Retrasado mental,Geistig behindert,کند ذهنی,متخلف عقليًا
Stupification,Hacer el ridículo,Zum Narren machen,احمق ساختن,لجعله أحمق
Stupor,Retrasado mental,Geistig behindert,کند ذهنی,متخلف عقليًا
Stuporous,Mente lenta,Langsamer Verstand,کند ذهن,عقل بطيء
Sturdy,Fuerte,Stark,خوش بنیه,قوي
Sturgeon,Caviar,Kaviar,ماهی خاویار,كافيار
Stutter,Tartamudear,Stottern,لکنت داشتن,التلعثم
Stuttered,Tartamudeo,Stottern,لکنتی,التأتأة
Sty,Poner en un establo,In einen Stall stellen,در طویله قرار دادن,لوضع في مستقر
Stye,"Hola,","Hallo,",سنده سلام,"مرحبًا،"
Style,Frase,Phrase,عبارت,عبارة
Styliform,En forma de lanza,Speerartig,نیزه مانند,مثل الرمح
Stylish,Elegante,Stilvoll,شیک,أنيق
Stylist,Juez del gusto,Richter des Geschmacks,قاضی سلیقه,قاضي الذوق
Stylistics,Estilística,Stilistik,سبک شناسی,الأسلوبية
Stylization,Crear estilo,Stil erstellen,ایجاد سبک,إنشاء أسلوب
Stylize,Elegante,Stilvoll,سبک وار,أنيق
Stylus,Punta de aguja,Nadelspitze,نوک سوزنی,رأس الإبرة
Styptic,Sanguijuela,Blutsauger,خون بند,مصاص دماء
Su,Y,Y,ی,ي
Subacid,Paranormal,Paranormal,سکنجبینی,خارق للطبيعة
Subacute,Subaguda,Subakut,زیرحاد,شبه حاد
Subadult,Semi maduro,Halbreif,نیمه بالغ,شبه ناضج
Subagency,Sub-agencia,Unteragentur,نمایندگی فرعی,وكالة فرعية
Subagent,Subagente,Unteragent,نماینده فرعی,وكيل فرعي
Subalfabet,Subalfabeto,Unteralphabet,زیرالفبا,الأبجدية الفرعية
Subalgorithm,Subalgoritmo,Unteralgorithmus,زیرالگوریتم,خوارزمية فرعية
Subaltern,Oficial subalterno,Junioroffizier,افسر جزء,ضابط مبتدئ
Subapical,Bajo la cabeza,Unter dem Kopf,زیر راسی,تحت الرأس
Subaqueous,Bajo el líquido,Unter der Flüssigkeit,زیر مایع,تحت السائل
Subarctic,Subpolar,Subpolar,زیرقطبی,شبه قطبي
Subassembly,Subconjunto,Unterbaugruppe,زیرمجمع,التجميع الفرعي
Subaudition,Percepción implícita,Implizite Wahrnehmung,ادراک ضمنی,الإدراك الضمني
Subcarrier,Subportadora,Unterträger,زیرحامل,الناقل الفرعي
Subcentral,Cerca del centro,In der Nähe des Zentrums,نزدیک مرکز,بالقرب من المركز
Subchannel,Subcanal,Unterkanal,زیرکانال,قناة فرعية
Subclass,Subdelegación,Unterzweig,شعبه فرعی,فرع فرعي
Subcoastal,Ropa interior,Unterwäsche,زیردنده,ملابس داخلية
Subcommittee,Subcomisión,Unterkommission,سوکمیسیون,اللجنة الفرعية
Subconscious,En estado de inconsciencia,In einem Zustand der Bewusstlosigkeit,درحالت ناخودآگاهی,في حالة من اللاوعي
Subconsciousness,Pronombre indefinido,Unbestimmtes Pronomen,ضمیر غیر مستعشر,ضمير غير محدد
Subcontrariety,Conexión analógica,Analoger Anschluss,ارتباط قیاسی,اتصال قياسي
Subcontrary,En la dirección opuesta,In die entgegengesetzte Richtung,درجهت متقابل,في الاتجاه المعاكس
Subculture,Subcultura,Subkultur,فرهنگ فرعی,ثقافة فرعية
Subdividable,Participable,Teilnehmend,بخشیزه پذیر,قابلة للمشاركة
Subdivide, Donación, Spende,"بخشیزه	", هبة
Subdivider,Filántropo,Philanthrop,بخشیزه گر,محسن
Subdivision,Subsección,Unterabschnitt,زیرقسمت,القسم الفرعي
Subdue,Someter,Unterwerfen,مقهور ساختن,لإخضاع
Subdued,Subyugado,Unterworfen,مقهور,خاضع
Subduer,Deprimente,Deprimierend,منکوب کننده,محزن
Suberter,Derrocador,Umwerfer,سرنگون کننده,الانقلاب
Subfamily,Subfamilia,Unterfamilie,تیره فرعی,الفصيلة الفرعية
Subgenus,Subgénero,Untergattung,جنس فرعی,الجنس الفرعي
Subgroup,Subgrupo,Untergruppe,زیرگروه,المجموعة الفرعية
Subject,Sujeto (activo),Betreff (aktiv),موضوع (فاعل),الموضوع (نشط)
Subject,tema,Betreff,موضوع,الموضوع
Subjectivism,Pertinencia,Relevanz,موضوعیت,الصلة
Subjectivity,Estar activo,Aktiv sein,فاعلی بودن,أن تكون نشطًا
Subjectless,Irrelevante,Irrelevant,بیموضوع,عَرَضِيّ
Subjects,Contenido,Inhalt,مطالب,محتويات
Subjugate, Subordinar, Untergeordnet,"زیردست	", تابع
Subjugation,Subyugación,Unterwerfung,مقهور سازی,الخضوع
Sublimate, Ascendente, Aufsteigend,"متصاعد	", تصاعدي
Sublimated,Ascensor,Aufzug,مصعد,مصعد
Sublimation,Sublimación,Sublimation,تصعید,التسامي
Sublime,Todopoderoso,Allmächtig,متعال,سبحانه وتعالى
Subliminal,Semiconsciente,Halbbewusst,نیمه خودآگاه,شبه واعي
Sublimity,Ciencia,Wissenschaft,علومقام,علوم
Sublingual,Sustitución,Auswechslung,زیرسبانی,الاستبدال
Submarine,Submarino,Unterseeisch,تحت البحری,تحت البحر
Submerge,Inmersión,Eintauchen,غوطه ورساختن,غمر
Submergence,Ocultación,Verschleierung,مخفی سازی,إخفاء
Submergible,Inundación,Flut,سیل خیز,فيضان
Submers,Inmersión,Eintauchen,غوطه ورساختن,غمر
Submission,Obediencia,Gehorsam,فرمانبرداری,طاعة
Submissive,Sin cabeza,Kopflos,سربزیر,بدون رأس
Submissively,opresivamente,drückend,مظلومانه,بشكل قمعي
Submissiveness,Barbijo,Kopftuch,سربزیری,الحجاب
Submit,enviar,Senden,تایید,إرسال
Submodule,Submetro,Unterzähler,زیرپیمانه,متر فرعي
Submontane,Estribaciones,Vorgebirge,کوهپایهای,سفوح التلال
Subnormal,Subnormal,Unterdurchschnittlich,مادون عادی,دون الطبيعي
Suboceanic,Bajo el océano,Unter dem Ozean,زیر اقیانوسی,تحت المحيط
Suboptimization,Suboptimización,Suboptimierung,زیربهینهسازی,التحسين الفرعي
Suborder,Radize,Radize,ردیزه,راديز
Subordinate,Subordinar,Untergeordnet,زیردست,تابع
Subordination,Obediencia,Gehorsam,فرمان برداری,طاعة
Subotage,Sabotaje,Sabotage,خرابکاری,تخريب
Subovate,Semi-ovalado,Halboval,نیمه بیضی,شبه بيضاوي
Subphylum,Ramsay,Ramsay,رامزه,رامزي
Subplot,Subhistoria,Nebengeschichte,زیرداستان,الطابق الفرعي
Subpoena,Orden de arresto,Haftbefehl,حکم جلب,مذكرة توقيف
Subprocedure,Subprocedimiento,Unterverfahren,زیررویه,الإجراء الفرعي
Subprogram,Subprograma,Unterprogramm,زیربرنامه,البرنامج الفرعي
Subrogate,Para reemplazar a otro,Um einen anderen zu ersetzen,جانشین دیگری کردن,ليحل محل آخر
Subroutine,Subrutina,Subroutine,زیرروال,برنامج فرعي
Subsaturated,Cerca de la saturación,Nahe der Sättigung,نزدیک به اشباع,قريب من التشبع
Subscribe, Suscripción, Abonnement,"اشتراک	", الاشتراك
Subscriber,Común,Gemeinsam,مشترک,شائع
Subscription,Suscripción,Versicherungswesen,پذیره نویسی,الاكتتاب
Subsequent,Subsecuencia,Folge,زیردنباله,تسلسل
Subsequently,Después,Anschließend,متعاقبا,تبعًا
Subserve, Makhdoom, Makhdoom,"مخدوم	", مخدوم
Subservience,Bajo el mar,Unter dem Meer,زیر زاوری,تحت البحر
Subserviency,Bajo el mar,Unter dem Meer,زیر زاوری,تحت البحر
Subset,Subcategoría,Unterkategorie,زیرمجموعه,الفئة الفرعية
Subshrub,Subdelegación,Unterzweig,شاخه فرعی,فرع فرعي
Subside, Recesión, Rezession,"فروکش	", ركود
Subsided,Recesión,Rezession,فروکشی,ركود
Subsidence,Hundimiento,Senkung,فرو نشینی,هبوط
Subsiding,Supresión,Unterdrückung,فرونشانی,قمع
Subsidize,Ayuda con los gastos,Hilfe bei Ausgaben,کمک خرج دادن,المساعدة في النفقات
Subsidy,Conceder,Gewähren,کمک هزینه,منحة
Subsist, Paso, Vorbeigehen,"گذران	", عابر سبيل
Subsistence,Medios de subsistencia,Lebensunterhalt,وسیله معیشت,وسائل العيش
Subsoil,Arado profundo,Tiefpflügen,شخم عمیق زدن,الحرث العميق
Subspace,Pseudoespacio,Pseudoraum,شبه فضا,الفضاء الزائف
Subspecies,Subespecie,Unterart,زیر گونه,الأنواع الفرعية
Substance,Provisiones,Rückstellungen,مفاد,الأحكام
Substantiation,Prueba de reclamación,Nachweis des Anspruchs,اثبات ادعاء,إثبات المطالبة
Substantive,Ponchada,Große Menge,مقدار زیاد,كمية كبيرة
Substantivize,Heredar,Erben,ذاتی کردن,ورث
Substituent,Reemplazable,Austauschbar,قابل تعویض,قابلة للاستبدال
Substitute,Sucesor,Nachfolger,جانشین,خليفة
Substituting,Alternativa,Alternative,جایگزین,بديل
Substitution,Sustitución,Auswechslung,جانشین سازی,الاستبدال
Substratum,Debajo del piso,Unter dem Boden,طبقه زیر,تحت الارض
Substruction,Bajo el edificio,Unter dem Gebäude,زیر ساختمان,تحت المبنى
Substructure,Bajo el edificio,Unter dem Gebäude,زیر ساختمان,تحت المبنى
Subsumption,Conclusión,Abschluss,نتیجه گیری,خاتمة
Subsystem,Subsistema,Teilsystem,زیرسیستم,النظام الفرعي
Subtend, Incluye, Enthält,"شامل	", يشمل
Subterfuge,Evasión,Ausweichen,طفره زنی,التهرب
Subterranean,Subterráneo,Untergrund,تحت الارضی,تحت الأرض
Subtilize,Para exaltar,Erhöhen,متعال ساختن,لتمجيد
Subtlety,Astucia,Klugheit,زیرکی,ذكاء
Subtotal,Parte plural,Mehrzahl,جمع جزء,جزء الجمع
Subtract, menos, Minus,"منها	", ناقص
Subtractbox,Fondo de Déficit,Defizitfonds,صندوق کسری ها,صندوق العجز
SUBTRACTED,Deducido,Abgezogen,کسر شده,تم خصمها
Subtracteds,Déficits,Defizite,کسری ها,العجز
Subtraction,Sustracción,Subtraktion,تفریق,الطرح
Subtractive,Sustracción,Subtraktion,تفریقی,الطرح
Subtrahend,Marfuq,Marfuq,مفروق,مرفوق
Subtree,Bajo el arbol,Unter dem Baum,زیردرخت,تحت الشجرة
Suburb,Fuera de la ciudad,Außerhalb der Stadt,بیرون شهر,خارج المدينة
Suburban,Suburbano,Vorort,برون شهری,الضواحي
Suburbs,Por la ciudad,Rund um die Stadt,اطراف شهر,حول المدينة
Subvention,Asignación de donaciones,Spendenverteilung,تخصیص اعانه,تخصيص التبرعات
Subversive,Subversivo,Subversiv,خرابکارانه,تخريبي
Subvert,Para volcar,Umkippen,واژگون ساختن,لقلب
Subverter,Subversivo,Subversiv,واژگونگر,تخريبي
Subway,Metro,Metro,مترو,مترو
Succeed,Para satisfacer el corazón,Um das Herz zu befriedigen,موفق شد,لإرضاء القلب
Succeedable,Subsiguiente,Erfolgreich,توفیق یافتنی,النجاح
Success,Amistad,Freundschaft,موفق,الصداقة
Successful,Buena suerte.,Viel Glück.,موفق,حظ سعيد.
Successfully,Exitosamente,Erfolgreich,با موفقیت,بنجاح
Succession,Sucesión,Folge,جانشینی,خلافة
Successively,Mutawatra,Mutawatra,متواترا,متاواترا
Successor,Sucesor,Nachfolger,جانشین,خليفة
Succor,Ración,Portion,موجب کمک,مساعدة
Succour,Ración,Portion,موجب کمک,مساعدة
Succulence,Pluma azul,Blaue Feder,پر آبی,ريشة زرقاء
Succulent,Fresco,Frisch,شاداب,طازج
Succussion,Vibración líquida,Flüssigkeitsvibration,لرزش مایعات,اهتزاز السائل
Sucession,Secuencia,Sequenz,تسلسل,تسلسل
Such,Se utiliza por ejemplo.,Es wird zum Beispiel verwendet.,برای مثال زدن استفاده می شود.,يتم استخدامه على سبيل المثال.
Suchlike,Este tipo,Diese Art,این قبیل,هذا النوع
Suck,Mack,Mack,مک زنی,ماك
Sucked,Chupado,Gesaugt,مکیده,ممتص
Sucker,Ventosa,Saugnapf,مکنده,مصاصة
Sucking,Impermeable,Mac,مک,ماك
Suckle,Bebé amamantado,Stillendes Baby,طفل رضیع,إرضاع الطفل
Suckling,Bebé león,Löwenbaby,بچه شیری,أسد صغير
Suction,Succión,Absaugung,مکش,الشفط
Sudabeh,Soudabeh,Soudabeh,سودابه,سودابه
Sudan,Sudán,Sudan,سودان,السودان
Sudanese,sudanés,Sudanesen,سودانی,سودانيون
Sudden,Nahgahan,Nahgahan,ناهگهان,ناهغاهان
Suddenly,Sin introducción,Ohne Einleitung,بی مقدمه,بدون مقدمة
Sudds,Espuma de jabón,Seifenschaum,کف صابون,رغوة الصابون
Sudoriferous,Productor de sudor,Schweißerzeugend,عرق زا,مُنتج للعرق
Sudorific,Productor de sudor,Schweißerzeugend,عرق زا,مُنتج للعرق
Sudsy,Espumoso,Schaumig,کف دار,رغوي
Sue,Para procesar,Zur Strafverfolgung,تعقیب قانونی کردن,لمقاضاة
Suede,Tela de gamuza,Wildlederstoff,پارچه جیر,قماش الجلد المدبوغ
Suer,Querellante,Beschwerdeführer,شاکی,المشتكي
Suffer,Comer sangre,Blut essen,خون جگر خوردن,أكل الدم
Sufferer,Resentido,Groll,رنجش کش,مستاء
Suffering,Prueba difícil,Harter Test,آزمایش سخت,اختبار صعب
Suffice,Suficiente,Genug,بسنده,كافٍ
Sufficiency,Cantidad suficiente,Ausreichende Menge,میزان,كمية
Sufficient,Suficiente,Genug,کافی,كافٍ
Sufficiently,Medida,Messen,بمیزان,يقيس
Suffix,Extensión,Verlängerung,پسوند,امتداد
Suffixation,Sufijos,Suffixierung,پسوندگذاری,إضافة اللاحقة
Suffocate, sofocado, Erstickt,خفه,مخنوق
Suffocated,sofocado,Erstickt,خفه,مخنوق
Suffocating,tapón de garganta,Halsstopper,گلو گیر,سدادة الحلق
Suffocation,Asfixia,Erstickung,اختناق,الاختناق
Suffusion,Capa base,Unterlage,زیر ریزی,الطبقة الأساسية
Sufi,Gente del camino,Menschen des Weges,اهل طریقت,أهل الطريق
Sufism,Camino,Weg,طریقت,طريق
Sufistic,Sufí,Sufi,متصوف,صوفي
Sugar,Sustancia azucarada,Zuckersubstanz,ماده قندی,مادة السكر
Sugarloaf,Calavera de azúcar,Zuckerschädel,کله قندی,جمجمة السكر
Sugarplum,bolas de caramelo,Bonbonbällchen,گلوله نبات,كرات الحلوى
Sugary,De lengua dulce,Süßzüngig,شیرین زبان,حلو اللسان
Suggest,Pensando en arriesgarse,Über das Risiko nachdenken,بفکرخطور دادن,التفكير في المخاطرة
Suggested,Inducción,Induktion,القائی,تعريفي
Suggestible,Sugestionable,Beeinflussbar,تلقین پذیر,قابل للإيحاء
Suggestion,Expresar una opinión,Eine Meinung äußern,اظهار عقیده,التعبير عن الرأي
Suggestive,Sugestivo,Suggestiv,تلقینی,مُوحي
Suicidal,Desesperadamente,Verzweifelt,مذبوحانه,يائسًا
Suicide,Suicidio,Selbstmord,خودکشی,انتحار
Suigeneris,Único,Einzigartig,منحصر بفرد,فريد
Suit,Proponer,Einen Antrag machen,خواستگاری کردن,اقتراح
Suitability,Estar en contacto,In Kontakt sein,درخوردبودن,أن تكون على اتصال
Suitable,Con motivo de,Anlässlich,بامناسبت,في هذه المناسبة
Suitableness,Hacia arriba,Nach oben,فرازروی,صاعدًا
Suitcase,Maleta de pasajero,Passagierkoffer,چمدان مسافری,حقيبة الركاب
Suite,pieza musical,Musikstück,قطعه موسیقی,قطعة موسيقية
Suitor,Presentador,Moderator,عرضحال دهنده,مقدم العرض
Sulcate,Mesa,Tisch,جدول دار,طاولة
Sulduz,Soldoz,Soldoz,سولدوز,سولدوز
Sulfide,Azufre,Schwefel,سولفوراف,كبريت
Sulfur,Azufre,Schwefel,سولفور,الكبريت
Sulfuric,Sulfúrico,Schwefelsäure,سولفوریک,الكبريتيك
Sulfurous,Similar al azufre,Schwefelähnlich,شبیه گوگرد,شبيه بالكبريت
Sulk,Fruncir el ceño,Stirnrunzeln,بد اخمی کردن,العبوس
Sulkiness,Acidez,Säure,ترشرویی,خميرة
Sulking,Enojo,Wut,قهر,الغضب
Sulky,Muy fruncido el ceño,Schlecht gerunzelt,بد اخم,عبس بشدة
